219	22.5	19.5	100.5	1	22.5 19.5 100.5	22.5 19.5 100.5 1
219	22.5	20.5	99.5	1	22.5 20.5 99.5	22.5 20.5 99.5 1
219	22.5	20.5	100.5	1	22.5 20.5 100.5	22.5 20.5 100.5 1
219	22.5	20.5	101.5	1	22.5 20.5 101.5	22.5 20.5 101.5 1
219	22.5	21.5	100.5	1	22.5 21.5 100.5	22.5 21.5 100.5 1
219	22.5	21.5	101.5	1	22.5 21.5 101.5	22.5 21.5 101.5 1
219	23.5	19.5	99.5	1	23.5 19.5 99.5	23.5 19.5 99.5 1
219	23.5	19.5	100.5	1	23.5 19.5 100.5	23.5 19.5 100.5 1
219	23.5	19.5	101.5	1	23.5 19.5 101.5	23.5 19.5 101.5 1
219	23.5	20.5	99.5	1	23.5 20.5 99.5	23.5 20.5 99.5 1
219	23.5	20.5	100.5	1	23.5 20.5 100.5	23.5 20.5 100.5 1
219	23.5	20.5	101.5	1	23.5 20.5 101.5	23.5 20.5 101.5 1
219	23.5	20.5	102.5	1	23.5 20.5 102.5	23.5 20.5 102.5 1
219	23.5	21.5	99.5	1	23.5 21.5 99.5	23.5 21.5 99.5 1
219	23.5	21.5	100.5	1	23.5 21.5 100.5	23.5 21.5 100.5 1
219	23.5	21.5	101.5	1	23.5 21.5 101.5	23.5 21.5 101.5 1
219	23.5	21.5	102.5	1	23.5 21.5 102.5	23.5 21.5 102.5 1
219	23.5	22.5	100.5	1	23.5 22.5 100.5	23.5 22.5 100.5 1
219	23.5	22.5	101.5	1	23.5 22.5 101.5	23.5 22.5 101.5 1
219	24.5	18.5	100.5	1	24.5 18.5 100.5	24.5 18.5 100.5 1
219	24.5	19.5	99.5	1	24.5 19.5 99.5	24.5 19.5 99.5 1
219	24.5	19.5	100.5	1	24.5 19.5 100.5	24.5 19.5 100.5 1
219	24.5	19.5	101.5	1	24.5 19.5 101.5	24.5 19.5 101.5 1
219	24.5	19.5	102.5	1	24.5 19.5 102.5	24.5 19.5 102.5 1
219	24.5	20.5	98.5	1	24.5 20.5 98.5	24.5 20.5 98.5 1
219	24.5	20.5	99.5	1	24.5 20.5 99.5	24.5 20.5 99.5 1
219	24.5	20.5	100.5	1	24.5 20.5 100.5	24.5 20.5 100.5 1
219	24.5	20.5	101.5	1	24.5 20.5 101.5	24.5 20.5 101.5 1
219	24.5	20.5	102.5	1	24.5 20.5 102.5	24.5 20.5 102.5 1
219	24.5	21.5	99.5	1	24.5 21.5 99.5	24.5 21.5 99.5 1
219	24.5	21.5	100.5	1	24.5 21.5 100.5	24.5 21.5 100.5 1
219	24.5	21.5	101.5	1	24.5 21.5 101.5	24.5 21.5 101.5 1
219	24.5	21.5	102.5	1	24.5 21.5 102.5	24.5 21.5 102.5 1
219	24.5	22.5	99.5	1	24.5 22.5 99.5	24.5 22.5 99.5 1
219	24.5	22.5	100.5	1	24.5 22.5 100.5	24.5 22.5 100.5 1
219	24.5	22.5	101.5	1	24.5 22.5 101.5	24.5 22.5 101.5 1
219	25.5	19.5	99.5	1	25.5 19.5 99.5	25.5 19.5 99.5 1
219	25.5	19.5	100.5	1	25.5 19.5 100.5	25.5 19.5 100.5 1
219	25.5	19.5	101.5	1	25.5 19.5 101.5	25.5 19.5 101.5 1
219	25.5	20.5	99.5	1	25.5 20.5 99.5	25.5 20.5 99.5 1
219	25.5	20.5	100.5	1	25.5 20.5 100.5	25.5 20.5 100.5 1
219	25.5	20.5	101.5	1	25.5 20.5 101.5	25.5 20.5 101.5 1
219	25.5	20.5	102.5	1	25.5 20.5 102.5	25.5 20.5 102.5 1
219	25.5	21.5	99.5	1	25.5 21.5 99.5	25.5 21.5 99.5 1
219	25.5	21.5	100.5	1	25.5 21.5 100.5	25.5 21.5 100.5 1
219	25.5	21.5	101.5	1	25.5 21.5 101.5	25.5 21.5 101.5 1
219	25.5	22.5	100.5	1	25.5 22.5 100.5	25.5 22.5 100.5 1
219	26.5	20.5	100.5	1	26.5 20.5 100.5	26.5 20.5 100.5 1
219	23.5	19.5	102.5	1	23.5 19.5 102.5	23.5 19.5 102.5 1
219	23.5	20.5	103.5	1	23.5 20.5 103.5	23.5 20.5 103.5 1
219	23.5	21.5	103.5	1	23.5 21.5 103.5	23.5 21.5 103.5 1
219	23.5	22.5	102.5	1	23.5 22.5 102.5	23.5 22.5 102.5 1
219	24.5	19.5	103.5	1	24.5 19.5 103.5	24.5 19.5 103.5 1
219	24.5	20.5	103.5	1	24.5 20.5 103.5	24.5 20.5 103.5 1
219	24.5	21.5	103.5	1	24.5 21.5 103.5	24.5 21.5 103.5 1
219	24.5	22.5	102.5	1	24.5 22.5 102.5	24.5 22.5 102.5 1
219	24.5	22.5	103.5	1	24.5 22.5 103.5	24.5 22.5 103.5 1
219	25.5	19.5	102.5	1	25.5 19.5 102.5	25.5 19.5 102.5 1
219	25.5	19.5	103.5	1	25.5 19.5 103.5	25.5 19.5 103.5 1
219	25.5	20.5	103.5	1	25.5 20.5 103.5	25.5 20.5 103.5 1
219	25.5	21.5	102.5	1	25.5 21.5 102.5	25.5 21.5 102.5 1
219	25.5	21.5	103.5	1	25.5 21.5 103.5	25.5 21.5 103.5 1
219	25.5	22.5	101.5	1	25.5 22.5 101.5	25.5 22.5 101.5 1
219	25.5	22.5	102.5	1	25.5 22.5 102.5	25.5 22.5 102.5 1
219	25.5	22.5	103.5	1	25.5 22.5 103.5	25.5 22.5 103.5 1
219	26.5	19.5	101.5	1	26.5 19.5 101.5	26.5 19.5 101.5 1
219	26.5	19.5	102.5	1	26.5 19.5 102.5	26.5 19.5 102.5 1
219	26.5	20.5	101.5	1	26.5 20.5 101.5	26.5 20.5 101.5 1
219	26.5	20.5	102.5	1	26.5 20.5 102.5	26.5 20.5 102.5 1
219	26.5	20.5	103.5	1	26.5 20.5 103.5	26.5 20.5 103.5 1
219	26.5	21.5	100.5	1	26.5 21.5 100.5	26.5 21.5 100.5 1
219	26.5	21.5	101.5	1	26.5 21.5 101.5	26.5 21.5 101.5 1
219	26.5	21.5	102.5	1	26.5 21.5 102.5	26.5 21.5 102.5 1
219	26.5	21.5	103.5	1	26.5 21.5 103.5	26.5 21.5 103.5 1
219	26.5	22.5	101.5	1	26.5 22.5 101.5	26.5 22.5 101.5 1
219	26.5	22.5	102.5	1	26.5 22.5 102.5	26.5 22.5 102.5 1
219	22.5	19.5	102.5	1	22.5 19.5 102.5	22.5 19.5 102.5 1
219	22.5	19.5	103.5	1	22.5 19.5 103.5	22.5 19.5 103.5 1
219	22.5	20.5	102.5	1	22.5 20.5 102.5	22.5 20.5 102.5 1
219	22.5	20.5	103.5	1	22.5 20.5 103.5	22.5 20.5 103.5 1
219	22.5	20.5	104.5	1	22.5 20.5 104.5	22.5 20.5 104.5 1
